external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
SBQ23TR-47,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,6944
SBQ23TR-48,Trauma,trauma,Trauma,Subtrochanteric Fractures,Subtrochanteric Fractures,subtrochanteric-fractures,trauma,trauma-subtrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::subtrochanteric-fractures::accepted,6945
SBQ23TR-49,Trauma,trauma,Trauma,Pelvic Ring Fractures,Pelvic Ring Fractures,pelvic-ring-fractures,trauma,trauma-pelvic-ring-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::pelvic-ring-fractures::accepted,6946
SBQ23TR-5,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,6947
SBQ23TR-50,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6948
SBQ23TR-51,Trauma,trauma,Trauma,Humeral Shaft Fractures,Humeral Shaft Fractures,humeral-shaft-fractures,trauma,trauma-humeral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::humeral-shaft-fractures::accepted,6949
SBQ23TR-52,Trauma,trauma,Trauma,Pelvic Ring Fractures,Pelvic Ring Fractures,pelvic-ring-fractures,trauma,trauma-pelvic-ring-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::pelvic-ring-fractures::accepted,6950
SBQ23TR-53,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,6951
SBQ23TR-54,Basic Science,basic-science,Basic Science,Orthopaedic Implants,Orthopaedic Implants,orthopaedic-implants,basic-science,basic-science-orthopaedic-implants,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::orthopaedic-implants::accepted,6952
SBQ23TR-55,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,6953
SBQ23TR-56,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,6954
SBQ23TR-57,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Acromioclavicular Joint Injury,Acromioclavicular Joint Injury,acromioclavicular-joint-injury,shoulder-elbow,shoulder-elbow-acromioclavicular-joint-injury,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::acromioclavicular-joint-injury::accepted,6955
SBQ23TR-58,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6956
SBQ23TR-59,Basic Science,basic-science,Basic Science,PTH & Vit D Physiology,PTH & Vit D Physiology,pth-and-vit-d-physiology,basic-science,basic-science-pth-and-vit-d-physiology,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::pth-and-vit-d-physiology::accepted,6957
SBQ23TR-6,Trauma,trauma,Trauma,Osteomyelitis - Adult,Osteomyelitis - Adult,osteomyelitis-adult,trauma,trauma-osteomyelitis-adult,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::osteomyelitis-adult::accepted,6958
SBQ23TR-60,Trauma,trauma,Trauma,Distal Radius Fractures,Distal Radius Fractures,distal-radius-fractures,trauma,trauma-distal-radius-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-radius-fractures::accepted,6959
SBQ23TR-61,Trauma,trauma,Trauma,Tibial Plateau Fractures,Tibial Plateau Fractures,tibial-plateau-fractures,trauma,trauma-tibial-plateau-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-plateau-fractures::accepted,6960
SBQ23TR-62,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6961
SBQ23TR-63,Trauma,trauma,Trauma,Proximal Third Tibia Fracture,Proximal Third Tibia Fracture,proximal-third-tibia-fracture,trauma,trauma-proximal-third-tibia-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::proximal-third-tibia-fracture::accepted,6962
SBQ23TR-64,Trauma,trauma,Trauma,Leg Compartment Syndrome,Leg Compartment Syndrome,leg-compartment-syndrome,trauma,trauma-leg-compartment-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::leg-compartment-syndrome::accepted,6963
SBQ23TR-65,Basic Science,basic-science,Basic Science,Anti-inflammatory Medications,Anti - inflammatory Medications,anti-inflammatory-medications,basic-science,basic-science-anti-inflammatory-medications,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::anti-inflammatory-medications::accepted,6964
SBQ23TR-66,Trauma,trauma,Trauma,Tibial Plateau Fractures,Tibial Plateau Fractures,tibial-plateau-fractures,trauma,trauma-tibial-plateau-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-plateau-fractures::accepted,6965
SBQ23TR-68,Basic Science,basic-science,Basic Science,Orthopaedic Implants,Orthopaedic Implants,orthopaedic-implants,basic-science,basic-science-orthopaedic-implants,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::orthopaedic-implants::accepted,6966
SBQ23TR-69,Trauma,trauma,Trauma,Subtrochanteric Fractures,Subtrochanteric Fractures,subtrochanteric-fractures,trauma,trauma-subtrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::subtrochanteric-fractures::accepted,6967
SBQ23TR-7,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,6968
SBQ23TR-70,Trauma,trauma,Trauma,Capitellum Fractures,Capitellum Fractures,capitellum-fractures,trauma,trauma-capitellum-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::capitellum-fractures::accepted,6969
SBQ23TR-71,Pediatrics,pediatrics,Pediatrics,Proximal Femur Fractures - Pediatric,Proximal Femur Fractures - Pediatric,proximal-femur-fractures-pediatric,pediatrics,pediatrics-proximal-femur-fractures-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::proximal-femur-fractures-pediatric::accepted,6970
SBQ23TR-72,Trauma,trauma,Trauma,"Evaluation, Resuscitation & DCO","Evaluation, Resuscitation & DCO",evaluation-resuscitation-and-dco,trauma,trauma-evaluation-resuscitation-and-dco,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::evaluation-resuscitation-and-dco::accepted,6971
SBQ23TR-73,Trauma,trauma,Trauma,Talar Neck Fractures,Talar Neck Fractures,talar-neck-fractures,trauma,trauma-talar-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::talar-neck-fractures::accepted,6972
SBQ23TR-74,Trauma,trauma,Trauma,"Evaluation, Resuscitation & DCO","Evaluation, Resuscitation & DCO",evaluation-resuscitation-and-dco,trauma,trauma-evaluation-resuscitation-and-dco,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::evaluation-resuscitation-and-dco::accepted,6973
SBQ23TR-75,Trauma,trauma,Trauma,Calcaneus Fractures,Calcaneus Fractures,calcaneus-fractures,trauma,trauma-calcaneus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::calcaneus-fractures::accepted,6974
SBQ23TR-76,Trauma,trauma,Trauma,Clavicle Fractures - Midshaft,Clavicle Fractures - Midshaft,clavicle-fractures-midshaft,trauma,trauma-clavicle-fractures-midshaft,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::clavicle-fractures-midshaft::accepted,6975
SBQ23TR-77,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,6976
SBQ23TR-78,Basic Science,basic-science,Basic Science,Bone Grafting,Bone Grafting,bone-grafting,basic-science,basic-science-bone-grafting,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bone-grafting::accepted,6977
SBQ23TR-8,Trauma,trauma,Trauma,Radial Head Fractures,Radial Head Fractures,radial-head-fractures,trauma,trauma-radial-head-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::radial-head-fractures::accepted,6978
SBQ23TR-80,Trauma,trauma,Trauma,Sternoclavicular Dislocation,Sternoclavicular Dislocation,sternoclavicular-dislocation,trauma,trauma-sternoclavicular-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::sternoclavicular-dislocation::accepted,6979
SBQ23TR-82,Trauma,trauma,Trauma,Sacral Fractures,Sacral Fractures,sacral-fractures,trauma,trauma-sacral-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::sacral-fractures::accepted,6980
SBQ23TR-83,Trauma,trauma,Trauma,Open Fractures Management,Open Fractures Management,open-fractures-management,trauma,trauma-open-fractures-management,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::open-fractures-management::accepted,6981
SBQ23TR-85,Trauma,trauma,Trauma,Open Fractures Management,Open Fractures Management,open-fractures-management,trauma,trauma-open-fractures-management,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::open-fractures-management::accepted,6982
SBQ23TR-86,Basic Science,basic-science,Basic Science,Nonunion and Bone Defects,Nonunion and Bone Defects,nonunion-and-bone-defects,basic-science,basic-science-nonunion-and-bone-defects,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::nonunion-and-bone-defects::accepted,6983
SBQ23TR-87,Trauma,trauma,Trauma,Pelvic Ring Fractures,Pelvic Ring Fractures,pelvic-ring-fractures,trauma,trauma-pelvic-ring-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::pelvic-ring-fractures::accepted,6984
SBQ23TR-88,Basic Science,basic-science,Basic Science,Outcome Measure Tools,Outcome Measure Tools,outcome-measure-tools,basic-science,basic-science-outcome-measure-tools,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::outcome-measure-tools::accepted,6985
SBQ23TR-89,Trauma,trauma,Trauma,Distal Femur Fractures,Distal Femur Fractures,distal-femur-fractures,trauma,trauma-distal-femur-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-femur-fractures::accepted,6986
SBQ23TR-9,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6987
SBQ23TR-90,Trauma,trauma,Trauma,Leg Compartment Syndrome,Leg Compartment Syndrome,leg-compartment-syndrome,trauma,trauma-leg-compartment-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::leg-compartment-syndrome::accepted,6988
SBQ23TR-91,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6989
SBQ23TR-92,Trauma,trauma,Trauma,Proximal Humerus Fractures,Proximal Humerus Fractures,proximal-humerus-fractures,trauma,trauma-proximal-humerus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::proximal-humerus-fractures::accepted,6990
SBQ23TR-93,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,6991
SBQ23TR-94,Trauma,trauma,Trauma,Clavicle Fractures - Midshaft,Clavicle Fractures - Midshaft,clavicle-fractures-midshaft,trauma,trauma-clavicle-fractures-midshaft,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::clavicle-fractures-midshaft::accepted,6992
SBQ23TR-95,Trauma,trauma,Trauma,Open Fractures Management,Open Fractures Management,open-fractures-management,trauma,trauma-open-fractures-management,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::open-fractures-management::accepted,6993
SBQ23TR-96,Trauma,trauma,Trauma,Calcaneus Fractures,Calcaneus Fractures,calcaneus-fractures,trauma,trauma-calcaneus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::calcaneus-fractures::accepted,6994
SBQ23TR-97,Trauma,trauma,Trauma,Terrible Triad Injury Elbow,Terrible Triad Injury Elbow,terrible-triad-injury-elbow,trauma,trauma-terrible-triad-injury-elbow,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::terrible-triad-injury-elbow::accepted,6995
SBQ23TR-99,Trauma,trauma,Trauma,Tibial Plateau Fractures,Tibial Plateau Fractures,tibial-plateau-fractures,trauma,trauma-tibial-plateau-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-plateau-fractures::accepted,6996
SBQ24HK-1,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,6997
SBQ24HK-10,Recon,recon,Recon,TKA Approaches,TKA Approaches,tka-approaches,recon,recon-tka-approaches,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-approaches::accepted,6998
SBQ24HK-11,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,6999
SBQ24HK-12,Recon,recon,Recon,TKA Vascular Injury and Bleeding,TKA Vascular Injury and Bleeding,tka-vascular-injury-and-bleeding,recon,recon-tka-vascular-injury-and-bleeding,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-vascular-injury-and-bleeding::accepted,7000
SBQ24HK-13,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7001
SBQ24HK-14,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7002
SBQ24HK-15,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7003
SBQ24HK-16,Recon,recon,Recon,THA Iliopsoas Impingement,THA Iliopsoas Impingement,tha-iliopsoas-impingement,recon,recon-tha-iliopsoas-impingement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-iliopsoas-impingement::accepted,7004
SBQ24HK-17,Recon,recon,Recon,TKA Postoperative Inpatient Management,TKA Postoperative Inpatient Management,tka-postoperative-inpatient-management,recon,recon-tka-postoperative-inpatient-management,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-postoperative-inpatient-management::accepted,7005
SBQ24HK-18,Recon,recon,Recon,Knee Osteoarthritis,Knee Osteoarthritis,knee-osteoarthritis,recon,recon-knee-osteoarthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::knee-osteoarthritis::accepted,7006
SBQ24HK-2,Recon,recon,Recon,TKA Postoperative Rehabilitation & Outpatient Management,TKA Postoperative Rehabilitation & Outpatient Management,tka-postoperative-rehabilitation-and-outpatient-management,recon,recon-tka-postoperative-rehabilitation-and-outpatient-management,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-postoperative-rehabilitation-and-outpatient-management::accepted,7007
SBQ24HK-20,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon,recon-tha-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-dislocation::accepted,7008
SBQ24HK-21,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon,recon-tha-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-dislocation::accepted,7009
SBQ24HK-22,Recon,recon,Recon,Adult Hip Dysplasia,Adult Hip Dysplasia,adult-hip-dysplasia,recon,recon-adult-hip-dysplasia,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::adult-hip-dysplasia::accepted,7010
SBQ24HK-23,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7011
SBQ24HK-24,Basic Science,basic-science,Basic Science,Articular Cartilage,Articular Cartilage,articular-cartilage,basic-science,basic-science-articular-cartilage,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::articular-cartilage::accepted,7012
SBQ24HK-25,Recon,recon,Recon,Hip Biomechanics,Hip Biomechanics,hip-biomechanics,recon,recon-hip-biomechanics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-biomechanics::accepted,7013
SBQ24HK-26,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7014
SBQ24HK-27,Basic Science,basic-science,Basic Science,General and Regional Anesthesia in Orthopaedics,General and Regional Anesthesia in Orthopaedics,general-and-regional-anesthesia-in-orthopaedics,basic-science,basic-science-general-and-regional-anesthesia-in-orthopaedics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::general-and-regional-anesthesia-in-orthopaedics::accepted,7015
SBQ24HK-28,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,7016
SBQ24HK-29,Recon,recon,Recon,THA Sciatic Nerve Palsy,THA Sciatic Nerve Palsy,tha-sciatic-nerve-palsy,recon,recon-tha-sciatic-nerve-palsy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-sciatic-nerve-palsy::accepted,7017
SBQ24HK-3,Recon,recon,Recon,THA Pseudotumor (Metal on Metal Reactions),THA Pseudotumor (Metal on Metal Reactions),tha-pseudotumor-metal-on-metal-reactions,recon,recon-tha-pseudotumor-metal-on-metal-reactions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-pseudotumor-metal-on-metal-reactions::accepted,7018
SBQ24HK-30,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,7019
SBQ24HK-31,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,7020
SBQ24HK-32,Recon,recon,Recon,Adult Limb Deformity & Correction,Adult Limb Deformity & Correction,adult-limb-deformity-and-correction,recon,recon-adult-limb-deformity-and-correction,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::adult-limb-deformity-and-correction::accepted,7021
SBQ24HK-33,Basic Science,basic-science,Basic Science,Clinical Trial Design,Clinical Trial Design,clinical-trial-design,basic-science,basic-science-clinical-trial-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::clinical-trial-design::accepted,7022
SBQ24HK-34,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,7023
SBQ24HK-35,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,7024
SBQ24HK-36,Recon,recon,Recon,Hip Resurfacing,Hip Resurfacing,hip-resurfacing,recon,recon-hip-resurfacing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-resurfacing::accepted,7025
SBQ24HK-37,Recon,recon,Recon,THA Implant Fixation,THA Implant Fixation,tha-implant-fixation,recon,recon-tha-implant-fixation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-implant-fixation::accepted,7026
SBQ24HK-38,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,7027
SBQ24HK-39,Recon,recon,Recon,TKA Axial Alignment,TKA Axial Alignment,tka-axial-alignment,recon,recon-tka-axial-alignment,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-axial-alignment::accepted,7028
SBQ24HK-4,Recon,recon,Recon,TKA Patellar Prosthesis Loosening,TKA Patellar Prosthesis Loosening,tka-patellar-prosthesis-loosening,recon,recon-tka-patellar-prosthesis-loosening,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-patellar-prosthesis-loosening::accepted,7029
SBQ24HK-40,Recon,recon,Recon,Adult Hip Dysplasia,Adult Hip Dysplasia,adult-hip-dysplasia,recon,recon-adult-hip-dysplasia,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::adult-hip-dysplasia::accepted,7030
SBQ24HK-41,Recon,recon,Recon,Knee Osteoarthritis,Knee Osteoarthritis,knee-osteoarthritis,recon,recon-knee-osteoarthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::knee-osteoarthritis::accepted,7031
SBQ24HK-42,Pathology,pathology,Pathology,Heterotopic Ossification,Heterotopic Ossification,heterotopic-ossification,pathology,pathology-heterotopic-ossification,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::heterotopic-ossification::accepted,7032
SBQ24HK-43,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon,recon-tha-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-dislocation::accepted,7033
SBQ24HK-44,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon,recon-tha-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-dislocation::accepted,7034
SBQ24HK-45,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon,recon-tka-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-prosthesis-design::accepted,7035
SBQ24HK-46,Recon,recon,Recon,THA Approaches,THA Approaches,tha-approaches,recon,recon-tha-approaches,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-approaches::accepted,7036
SBQ24HK-47,Recon,recon,Recon,THA Pseudotumor (Metal on Metal Reactions),THA Pseudotumor (Metal on Metal Reactions),tha-pseudotumor-metal-on-metal-reactions,recon,recon-tha-pseudotumor-metal-on-metal-reactions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-pseudotumor-metal-on-metal-reactions::accepted,7037
SBQ24HK-48,Recon,recon,Recon,High Tibial Osteotomy,High Tibial Osteotomy,high-tibial-osteotomy,recon,recon-high-tibial-osteotomy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::high-tibial-osteotomy::accepted,7038
SBQ24HK-49,Recon,recon,Recon,TKA Stiffness,TKA Stiffness,tka-stiffness,recon,recon-tka-stiffness,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-stiffness::accepted,7039
SBQ24HK-5,Recon,recon,Recon,Hip Osteoarthritis,Hip Osteoarthritis,hip-osteoarthritis,recon,recon-hip-osteoarthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-osteoarthritis::accepted,7040
SBQ24HK-50,Recon,recon,Recon,TKA Extensor Mechanism Rupture,TKA Extensor Mechanism Rupture,tka-extensor-mechanism-rupture,recon,recon-tka-extensor-mechanism-rupture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-extensor-mechanism-rupture::accepted,7041
SBQ24HK-51,Recon,recon,Recon,THA Trunnionosis,THA Trunnionosis,tha-trunnionosis,recon,recon-tha-trunnionosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-trunnionosis::accepted,7042
SBQ24HK-52,Recon,recon,Recon,Adult Hip Dysplasia,Adult Hip Dysplasia,adult-hip-dysplasia,recon,recon-adult-hip-dysplasia,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::adult-hip-dysplasia::accepted,7043
SBQ24HK-53,Recon,recon,Recon,TKA Stiffness,TKA Stiffness,tka-stiffness,recon,recon-tka-stiffness,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-stiffness::accepted,7044
